Column1,Column2
8862,- 1 \leq \cos \theta \leq 1
8863,x ^ { n } + y ^ { n } = z ^ { n }
8864,\log _ { b } a = \frac { 1 } { \log _ { a } b }
8865,a x ^ { 2 } + b x + c = 0
8866,\cos \left( \frac { \pi } { 2 } + \alpha \right) = - \sin \alpha
8867,\sum _ { k = 1 } ^ { n } k = \frac { 1 } { 2 } \left( n ^ { 2 } + n \right)
8868,\sin \left( \alpha + \beta \right) \sin \left( \alpha - \beta \right) = \sin ^ { 2 } \alpha - \sin ^ { 2 } \beta
8869,\left( a ^ { 2 } + b ^ { 2 } \right) \left( c ^ { 2 } + d ^ { 2 } \right) \geq \left( a c + b d \right) ^ { 2 }
8870,- 1 \leq \cos \theta \leq 1
8871,x ^ { n } + y ^ { n } = z ^ { n }
8872,\log _ { b } a = \frac { 1 } { \log _ { a } b }
8873,a x ^ { 2 } + b x + c = 0
8874,\cos \left( \frac { \pi } { 2 } + \alpha \right) = - \sin \alpha
8875,\sum _ { k = 1 } ^ { n } k = \frac { 1 } { 2 } \left( n ^ { 2 } + n \right)
8876,\sin \left( \alpha + \beta \right) \sin \left( \alpha - \beta \right) = \sin ^ { 2 } \alpha - \sin ^ { 2 } \beta
8877,\left( a ^ { 2 } + b ^ { 2 } \right) \left( c ^ { 2 } + d ^ { 2 } \right) \geq \left( a c + b d \right) ^ { 2 }
8878,- 1 \leq \cos \theta \leq 1
8879,x ^ { n } + y ^ { n } = z ^ { n }
8880,\log _ { b } a = \frac { 1 } { \log _ { a } b }
8881,a x ^ { 2 } + b x + c = 0
8882,\cos \left( \frac { \pi } { 2 } + \alpha \right) = - \sin \alpha
8883,\sum _ { k = 1 } ^ { n } k = \frac { 1 } { 2 } \left( n ^ { 2 } + n \right)
8884,\sin \left( \alpha + \beta \right) \sin \left( \alpha - \beta \right) = \sin ^ { 2 } \alpha - \sin ^ { 2 } \beta
8885,\left( a ^ { 2 } + b ^ { 2 } \right) \left( c ^ { 2 } + d ^ { 2 } \right) \geq \left( a c + b d \right) ^ { 2 }
8886,- 1 \leq \cos \theta \leq 1
8887,x ^ { n } + y ^ { n } = z ^ { n }
8888,\log _ { b } a = \frac { 1 } { \log _ { a } b }
8889,x ^ { 2 } + y ^ { 2 } = z ^ { 2 }
8890,\sqrt { a ^ { 2 } + b ^ { 2 } + c ^ { 2 } }
8891,\frac { a + b + c + d + e } { a + b + c + d }
8892,\left( y + 1 \right) ^ { 2 } = y ^ { 2 } + 2 y + 1
8893,a _ { i } + a _ { j } + a _ { k } = b _ { i }
8894,y _ { 4 } - y _ { 5 } - y _ { 6 } + y _ { a } - y _ { b } - y _ { c }
8895,a ^ { 1 } + b ^ { 2 } + c ^ { 3 } + d ^ { 4 }
8896,\frac { z - z - z - z - z } { y - y - y - y - y }
8897,\operatorname* { l i m } _ { x \rightarrow \infty } \frac { 1 } { x ^ { 2 } } = 0
8898,\operatorname* { l i m } _ { x \rightarrow \frac { \pi } { 2 } - 0 } \tan x = \infty
8899,\sin \alpha = \sqrt { 1 - \cos ^ { 2 } \alpha }
8900,\sqrt { 2 } ( \frac { 1 } { \sqrt { 2 } } \sin x + \frac { 1 } { \sqrt { 2 } } \cos x )
8901,x = 2 n \pi \pm \frac { \pi } { 3 }
8902,\operatorname* { l i m } _ { x \rightarrow 0 } \left( 1 + x \right) ^ { \frac { 1 } { x } }
8903,\operatorname* { l i m } _ { x \rightarrow \infty } \frac { 3 x - 2 } { x + 3 }
8904,\operatorname* { l i m } _ { x \rightarrow 0 } \frac { \left( 1 - \cos x \right) \left( 1 + \cos x \right) } { x ^ { 2 } \left( 1 + \cos x \right) }
8905,\int \frac { x ^ { 2 } - e ^ { 2 x } } { x - e ^ { x } } d x
8906,\sqrt { \sqrt { \sqrt { \sqrt { \sqrt { 5 } } } } }
8907,e ^ { x ^ { - \left( \frac { x } { 2 } \right) ^ { n } } }
8908,x ^ { i } + x ^ { i + 1 } + x ^ { i + 2 }
8909,\sum _ { k = 1 } ^ { n } \frac { k + 1 } { a _ { k } a _ { k + 1 } }
8910,\operatorname* { l i m } _ { x \rightarrow 2 } \frac { x - \sqrt { 3 x - 2 } } { \sqrt { x + 2 } - 2 }
8911,x ^ { 2 } + y ^ { 2 } = z ^ { 2 }
8912,\sqrt { a ^ { 2 } + b ^ { 2 } + c ^ { 2 } }
8913,\frac { a + b + c + d + e } { a + b + c + d }
8914,\left( y + 1 \right) ^ { 2 } = y ^ { 2 } + 2 y + 1
8915,a _ { i } + a _ { j } + a _ { k } = b _ { i }
8916,y _ { 4 } - y _ { 5 } - y _ { 6 } + y _ { a } - y _ { b } - y _ { c }
8917,a ^ { 1 } + b ^ { 2 } + c ^ { 3 } + d ^ { 4 }
8918,\frac { z - z - z - z - z } { y - y - y - y - y }
8919,\operatorname* { l i m } _ { x \rightarrow \infty } \frac { 1 } { x ^ { 2 } } = 0
8920,\operatorname* { l i m } _ { x \rightarrow \frac { \pi } { 2 } - 0 } \tan x = \infty
8921,\sin \alpha = \sqrt { 1 - \cos ^ { 2 } \alpha }
8922,\sqrt { 2 } ( \frac { 1 } { \sqrt { 2 } } \sin x + \frac { 1 } { \sqrt { 2 } } \cos x )
8923,x = 2 n \pi \pm \frac { \pi } { 3 }
8924,\operatorname* { l i m } _ { x \rightarrow 0 } \left( 1 + x \right) ^ { \frac { 1 } { x } }
8925,\operatorname* { l i m } _ { x \rightarrow \infty } \frac { 3 x - 2 } { x + 3 }
8926,\operatorname* { l i m } _ { x \rightarrow 0 } \frac { \left( 1 - \cos x \right) \left( 1 + \cos x \right) } { x ^ { 2 } \left( 1 + \cos x \right) }
8927,\int \frac { x ^ { 2 } - e ^ { 2 x } } { x - e ^ { x } } d x
8928,\sqrt { \sqrt { \sqrt { \sqrt { \sqrt { 5 } } } } }
8929,e ^ { x ^ { - \left( \frac { x } { 2 } \right) ^ { n } } }
8930,x ^ { i } + x ^ { i + 1 } + x ^ { i + 2 }
8931,\sum _ { k = 1 } ^ { n } \frac { k + 1 } { a _ { k } a _ { k + 1 } }
8932,\operatorname* { l i m } _ { x \rightarrow 2 } \frac { x - \sqrt { 3 x - 2 } } { \sqrt { x + 2 } - 2 }
8933,x ^ { 2 } + y ^ { 2 } = z ^ { 2 }
8934,\sqrt { a ^ { 2 } + b ^ { 2 } + c ^ { 2 } }
8935,\frac { a + b + c + d + e } { a + b + c + d }
8936,\left( y + 1 \right) ^ { 2 } = y ^ { 2 } + 2 y + 1
8937,a _ { i } + a _ { j } + a _ { k } = b _ { i }
8938,y _ { 4 } - y _ { 5 } - y _ { 6 } + y _ { a } - y _ { b } - y _ { c }
8939,a ^ { 1 } + b ^ { 2 } + c ^ { 3 } + d ^ { 4 }
8940,\frac { z - z - z - z - z } { y - y - y - y - y }
8941,\operatorname* { l i m } _ { x \rightarrow \infty } \frac { 1 } { x ^ { 2 } } = 0
8942,\operatorname* { l i m } _ { x \rightarrow \frac { \pi } { 2 } - 0 } \tan x = \infty
8943,\sin \alpha = \sqrt { 1 - \cos ^ { 2 } \alpha }
8944,\sqrt { 2 } \left( \frac { 1 } { \sqrt { 2 } } \sin x + \frac { 1 } { \sqrt { 2 } } \cos x \right)
8945,x = 2 n \pi \pm \frac { \pi } { 3 }
8946,\operatorname* { l i m } _ { x \rightarrow 0 } \left( 1 + x \right) ^ { \frac { 1 } { x } }
8947,\operatorname* { l i m } _ { x \rightarrow \infty } \frac { 3 x - 2 } { x + 3 }
8948,\operatorname* { l i m } _ { x \rightarrow 0 } \frac { \left( 1 - \cos x \right) \left( 1 + \cos x \right) } { x ^ { 2 } \left( 1 + \cos x \right) }
8949,\int \frac { x ^ { 2 } - e ^ { 2 x } } { x - e ^ { x } } d x
8950,\sqrt { \sqrt { \sqrt { \sqrt { \sqrt { 5 } } } } }
8951,e ^ { x ^ { - \left( \frac { x } { 2 } \right) ^ { n } } }
8952,x ^ { i } + x ^ { i + 1 } + x ^ { i + 2 }
8953,\sum _ { k = 1 } ^ { n } \frac { k + 1 } { a _ { k } a _ { k + 1 } }
8954,\operatorname* { l i m } _ { x \rightarrow 2 } \frac { x - \sqrt { 3 x - 2 } } { \sqrt { x + 2 } - 2 }
8955,x ^ { 2 } + y ^ { 2 } = z ^ { 2 }
8956,\sqrt { a ^ { 2 } + b ^ { 2 } + c ^ { 2 } }
8957,\frac { a + b + c + d + e } { a + b + c + d }
8958,\left( y + 1 \right) ^ { 2 } = y ^ { 2 } + 2 y + 1
8959,a _ { i } + a _ { j } + a _ { k } = b _ { i }
8960,y _ { 4 } - y _ { 5 } - y _ { 6 } + y _ { a } - y _ { b } - y _ { c }
8961,a ^ { 1 } + b ^ { 2 } + c ^ { 3 } + d ^ { 4 }
8962,\frac { z - z - z - z - z } { y - y - y - y - y }
8963,\operatorname* { l i m } _ { x \rightarrow \infty } \frac { 1 } { x ^ { 2 } } = 0
8964,\operatorname* { l i m } _ { x \rightarrow \frac { \pi } { 2 } - 0 } \tan x = \infty
8965,\sin \alpha = \sqrt { 1 - \cos ^ { 2 } \alpha }
8966,\sqrt { 2 } \left( \frac { 1 } { \sqrt { 2 } } \sin x + \frac { 1 } { \sqrt { 2 } } \cos x \right)
8967,x = 2 n \pi \pm \frac { \pi } { 3 }
8968,\operatorname* { l i m } _ { x \rightarrow 0 } \left( 1 + x \right) ^ { \frac { 1 } { x } }
8969,\operatorname* { l i m } _ { x \rightarrow \infty } \frac { 3 x - 2 } { x + 3 }
8970,\operatorname* { l i m } _ { x \rightarrow 0 } \frac { \left( 1 - \cos x \right) \left( 1 + \cos x \right) } { x ^ { 2 } \left( 1 + \cos x \right) }
8971,\int \frac { x ^ { 2 } - e ^ { 2 x } } { x - e ^ { x } } d x
8972,\sqrt { \sqrt { \sqrt { \sqrt { \sqrt { 5 } } } } }
8973,e ^ { x ^ { - \left( \frac { x } { 2 } \right) ^ { n } } }
8974,x ^ { i } + x ^ { i + 1 } + x ^ { i + 2 }
8975,\sum _ { k = 1 } ^ { n } \frac { k + 1 } { a _ { k } a _ { k + 1 } }
8976,\operatorname* { l i m } _ { x \rightarrow 2 } \frac { x - \sqrt { 3 x - 2 } } { \sqrt { x + 2 } - 2 }
8977,z = 1 + \cos 2 \theta + i \sin 2 \theta
8978,\log _ { 2 } 8 = 3
8979,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
8980,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
8981,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
8982,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
8983,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
8984,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
8985,x ^ { 2 } + y ^ { 2 } \lt 1
8986,e ^ { i \pi } + 1 = 0
8987,\tan z = \frac { \sin z } { \cos z }
8988,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
8989,\log _ { 2 } 8 = 3
8990,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
8991,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
8992,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
8993,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
8994,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
8995,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
8996,x ^ { 2 } + y ^ { 2 } \lt 1
8997,e ^ { i \pi } + 1 = 0
8998,\tan z = \frac { \sin z } { \cos z }
8999,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
9000,\log _ { 2 } 8 = 3
9001,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
9002,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
9003,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
9004,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
9005,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
9006,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
9007,x ^ { 2 } + y ^ { 2 } \lt 1
9008,e ^ { i \pi } + 1 = 0
9009,\tan z = \frac { \sin z } { \cos z }
9010,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
9011,\log _ { 2 } 8 = 3
9012,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
9013,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
9014,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
9015,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
9016,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
9017,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
9018,x ^ { 2 } + y ^ { 2 } \lt 1
9019,e ^ { i \pi } + 1 = 0
9020,\tan z = \frac { \sin z } { \cos z }
9021,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
9022,\log _ { 2 } 8 = 3
9023,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
9024,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
9025,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
9026,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
9027,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
9028,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
9029,x ^ { 2 } + y ^ { 2 } \lt 1
9030,e ^ { i \pi } + 1 = 0
9031,\tan z = \frac { \sin z } { \cos z }
9032,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
9033,\log _ { 2 } 8 = 3
9034,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
9035,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
9036,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
9037,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
9038,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
9039,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
9040,x ^ { 2 } + y ^ { 2 } \lt 1
9041,e ^ { i \pi } + 1 = 0
9042,\tan z = \frac { \sin z } { \cos z }
9043,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
9044,\log _ { 2 } 8 = 3
9045,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
9046,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
9047,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
9048,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
9049,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
9050,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
9051,x ^ { 2 } + y ^ { 2 } \lt 1
9052,e ^ { i \pi } + 1 = 0
9053,\tan z = \frac { \sin z } { \cos z }
9054,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
9055,\log _ { 2 } 8 = 3
9056,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
9057,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
9058,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
9059,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
9060,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
9061,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
9062,x ^ { 2 } + y ^ { 2 } \lt 1
9063,e ^ { i \pi } + 1 = 0
9064,\tan z = \frac { \sin z } { \cos z }
9065,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
9066,\log _ { 2 } 8 = 3
9067,e = \sum _ { k = 0 } ^ { \infty } \frac { 1 } { k ! }
9068,F _ { n } = F _ { n - 1 } + F _ { n - 2 }
9069,x = \frac { - b \pm \sqrt { b ^ { 2 } - 4 a c } } { 2 a }
9070,A = \sqrt { a + \frac { 1 } { \sqrt { a + \frac { 1 } { \sqrt { a } } } } } + \sqrt { b }
9071,a \left( n \right) = \sum _ { k = 1 } ^ { n } \left( - 1 \right) ^ { n - k } k !
9072,\left( z ^ { \frac { n } { 2 } } + y ^ { \frac { n } { 2 } } \right) \left( z ^ { \frac { n } { 2 } } - y ^ { \frac { n } { 2 } } \right) = x
9073,x ^ { 2 } + y ^ { 2 } \lt 1
9074,e ^ { i \pi } + 1 = 0
9075,\tan z = \frac { \sin z } { \cos z }
9076,\sin ^ { 2 } \theta + \cos ^ { 2 } \theta = 1
9077,x _ { 1 } + x _ { 2 } = x _ { 3 }
9078,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
9079,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
9080,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
9081,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
9082,a + b + c + d + e
9083,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
9084,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
9085,\sin x - \sin y - \sin \left( x - y \right)
9086,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
9087,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
9088,\operatorname* { l i m } _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
9089,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
9090,\operatorname* { l i m } _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
9091,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
9092,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
9093,\frac { 1 } { a } F \left( a x + b \right) + C
9094,\frac { \sin B + \sin C } { \cos B + \cos C }
9095,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
9096,3 0 \times 2 9 x ^ { 2 8 }
9097,\sqrt { b ^ { 2 } - 4 a c }
9098,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
9099,\operatorname* { l i m } _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
9100,x _ { 1 } + x _ { 2 } = x _ { 3 }
9101,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
9102,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
9103,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
9104,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
9105,a + b + c + d + e
9106,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
9107,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
9108,\sin x - \sin y - \sin \left( x - y \right)
9109,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
9110,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
9111,\operatorname* { l i m } _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
9112,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
9113,\operatorname* { l i m } _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
9114,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
9115,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
9116,\frac { 1 } { a } F \left( a x + b \right) + C
9117,\frac { \sin B + \sin C } { \cos B + \cos C }
9118,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
9119,3 0 \times 2 9 x ^ { 2 8 }
9120,\sqrt { b ^ { 2 } - 4 a c }
9121,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
9122,\operatorname* { l i m } _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
9123,x _ { 1 } + x _ { 2 } = x _ { 3 }
9124,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
9125,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
9126,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
9127,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
9128,a + b + c + d + e
9129,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
9130,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
9131,\sin x - \sin y - \sin \left( x - y \right)
9132,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
9133,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
9134,\operatorname* { l i m } _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
9135,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
9136,\operatorname* { l i m } _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
9137,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
9138,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
9139,\frac { 1 } { a } F \left( a x + b \right) + C
9140,\frac { \sin B + \sin C } { \cos B + \cos C }
9141,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
9142,3 0 \times 2 9 x ^ { 2 8 }
9143,\sqrt { b ^ { 2 } - 4 a c }
9144,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
9145,\operatorname* { l i m } _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
9146,x _ { 1 } + x _ { 2 } = x _ { 3 }
9147,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
9148,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
9149,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
9150,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
9151,a + b + c + d + e
9152,x ^ { i + 2 j \times k ^ { 3 } - 2 \frac { j } { i } }
9153,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
9154,\sin x - \sin y - \sin \left( x - y \right)
9155,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
9156,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
9157,\operatorname* { l i m } _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
9158,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
9159,\operatorname* { l i m } _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
9160,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
9161,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
9162,\frac { 1 } { a } F \left( a x + b \right) + C
9163,\frac { \sin B + \sin C } { \cos B + \cos C }
9164,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
9165,3 0 \times 2 9 x ^ { 2 8 }
9166,\sqrt { b ^ { 2 } - 4 a c }
9167,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
9168,\operatorname* { l i m } _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
9169,x _ { 1 } + x _ { 2 } = x _ { 3 }
9170,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
9171,\frac { \sin \theta + \cos \theta + \tan \theta } { x + y + z }
9172,\left( x ^ { 3 } - x ^ { 2 } - x \right) \left( 2 x - 7 \right)
9173,x _ { 1 } - x _ { 2 } + y _ { 1 } - y _ { 2 } + z _ { 1 } - z _ { 2 }
9174,a + b + c + d + e
9175,x ^ { i + 2 j \times k ^ { 3 } - \frac { j } { 2 i } }
9176,\log _ { 2 } 8 + \log _ { 3 } 9 + \log _ { 4 } 1 6
9177,\sin x - \sin y - \sin \left( x - y \right)
9178,\frac { \tan \alpha - \tan \beta } { 1 + \tan \alpha \tan \beta }
9179,\frac { 2 \tan \alpha } { 1 - \tan ^ { 2 } \alpha }
9180,\operatorname* { l i m } _ { x \rightarrow - 1 } \frac { x ^ { 3 } + 1 } { x + 1 }
9181,1 + \frac { 1 } { 1 ! } + \frac { 1 } { 2 ! } + \frac { 1 } { 3 ! } + \frac { 1 } { 4 ! }
9182,\operatorname* { l i m } _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty
9183,x _ { i } - x _ { i + 1 } + x _ { i + 2 }
9184,\int \left( 2 ^ { x } - 3 e ^ { x } \right) d x
9185,\frac { 1 } { a } F \left( a x + b \right) + C
9186,\frac { \sin B + \sin C } { \cos B + \cos C }
9187,\alpha _ { n + 1 } - 3 \beta = \frac { 2 } { 3 } \alpha _ { n } + \beta - 3 \beta
9188,3 0 \times 2 9 x ^ { 2 8 }
9189,\sqrt { b ^ { 2 } - 4 a c }
9190,\sqrt { 1 + \sqrt { 2 + \sqrt { 3 + \sqrt { 4 } } } }
9191,\operatorname* { l i m } _ { x \rightarrow \frac { 1 } { 4 } } \frac { 1 - 4 ^ { x - \frac { 1 } { 4 } } } { 1 - 4 x }
9192,x _ { 1 } + x _ { 2 } = x _ { 3 }
9193,\sqrt { x - y - z + x ^ { 2 } + y ^ { 2 } + z ^ { 2 } }
